                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     200                                      616                  1.0000000000000000E+000                  2.0000000000000000E-002                  6.4680976516245646E+003                  1.1223161834128106E+002                  4.1415883917748533E+003                  5.0310410436534440E+001                  1.3796022601884887E+001                 -7.0370267033576956E+000                  7.0000000000000007E-001                  2.9797635251138614E-005                  2.7997020236474890E-001                  3.4003348417126593E-003                  1.0042037559053040E-003                  9.3356817689024645E-003                  2.0994599496976492E-003                  9.9999796274917507E-001                 -1.4092893194908427E-010                  6.9999857392442255E-001                  2.9797574545881621E-005                  2.7996963199522301E-001                  3.4003279143776950E-003                  1.0042017100903751E-003                  9.3356627497770718E-003                  2.0994556725711360E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999746296590075E-001                  1.3754782945252716E+001                  9.9999727496972224E-001                  1.3742787508459056E+001                  5.1305610489629483E+005                  3.3819408839921540E+004                  1.9876561412883964E+008                  2.7560934576168936E-016                  2.7560934576168936E-016                  0.0000000000000000E+000                  1.1026227564180962E-017                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                     pgas                                     prad                                    gradr                                    gradT                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                        x                                        y                                      c12                                      n14                                      o16                                      o18                                     ne22                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv 
                 9.9999796274917507E-001                  1.3796022601884887E+001                  5.0310410436534440E+001                  4.5669465052910364E+003                 -7.7617093140508873E+000                  3.6171670133064961E+000                  1.8994914844342205E+012                  2.0090914705960408E+001                  1.6982079200000003E+008                  1.6215411722660065E+000                  3.7951463460922241E-001                  1.3018653392791746E+000                  7.7640279029610339E-005                  4.5662045123343723E+003                  7.4199295666443943E-001                  1.2501039068266301E-001                  1.2501039068266301E-001                  0.0000000000000000E+000                  2.1023252403301846E-002                  7.0512402371997195E-035                  7.0512402371997195E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8209648259330961E-036                  0.0000000000000000E+000                 -4.0233401564893363E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796274867503E-001                  1.3796022530624326E+001                  5.0310410436535491E+001                  4.5669655586527524E+003                 -7.7617075090662544E+000                  3.6171672521288887E+000                  1.8994923901825579E+012                  2.0090929076107557E+001                  1.6982073900000003E+008                  1.6215413808822632E+000                  3.7951473146677017E-001                  1.3018651604652403E+000                  7.7640204986105627E-005                  4.5662235640639719E+003                  7.4199458878030100E-001                  1.2501073050487166E-001                  1.2501073050487166E-001                  0.0000000000000000E+000                  2.1023396670365239E-002                  7.0512695487461366E-035                  7.0512695487461366E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8209765525001471E-036                  0.0000000000000000E+000                 -4.0231089751000493E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171661E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796274755004E-001                  1.3796022370288922E+001                  5.0310410436537829E+001                  4.5669916891281937E+003                 -7.7617053155395546E+000                  3.6171675828079639E+000                  1.8994914844342205E+012                  2.0090900335823534E+001                  1.6982071100000003E+008                  1.6215414106845856E+000                  3.7951477617025375E-001                  1.3018652498722074E+000                  7.7640130942671509E-005                  4.5662496922795417E+003                  7.4199684865205418E-001                  1.2501190256917299E-001                  1.2501190256917299E-001                  0.0000000000000000E+000                  2.1023477460353161E-002                  7.0513051700775317E-035                  7.0513051700775317E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8209908034006330E-036                  0.0000000000000000E+000                 -4.0231309752104742E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171661E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796274642505E-001                  1.3796022209954208E+001                  5.0310410436540174E+001                  4.5670254412136064E+003                 -7.7617024039734401E+000                  3.6171680099372665E+000                  1.8994887671917996E+012                  2.0090876385618255E+001                  1.6982061900000003E+008                  1.6215418130159378E+000                  3.7951494380831718E-001                  1.3018652051687238E+000                  7.7640056899308014E-005                  4.5662834414459285E+003                  7.4199976767804243E-001                  1.2501312817098179E-001                  1.2501312817098179E-001                  0.0000000000000000E+000                  2.1023760227755831E-002                  7.0513524521421672E-035                  7.0513524521421672E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8210097193695620E-036                  0.0000000000000000E+000                 -4.0231239196517539E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796274464392E-001                  1.3796021956092677E+001                  5.0310410436543883E+001                  4.5670695368204833E+003                 -7.7616989597653401E+000                  3.6171685335188144E+000                  1.8994910315602139E+012                  2.0090890755737998E+001                  1.6982053800000003E+008                  1.6215420663356781E+000                  3.7951508909463882E-001                  1.3018652051687238E+000                  7.7639908812792864E-005                  4.5663275334746031E+003                  7.4200334587983674E-001                  1.2501522321817260E-001                  1.2501522321817260E-001                  0.0000000000000000E+000                  2.1023927581683630E-002                  7.0514083843984034E-035                  7.0514083843984034E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8210320959901521E-036                  0.0000000000000000E+000                 -4.0230857492333785E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796274286268E-001                  1.3796021702233110E+001                  5.0310410436547592E+001                  4.5671294206506855E+003                 -7.7616936119628388E+000                  3.6171692775618025E+000                  1.8994910315602139E+012                  2.0090862015508790E+001                  1.6982032000000003E+008                  1.6215429306030273E+000                  3.7951551750302315E-001                  1.3018651306629179E+000                  7.7639686683549737E-005                  4.5663874122199213E+003                  7.4200843076395406E-001                  1.2501723998594291E-001                  1.2501723998594291E-001                  0.0000000000000000E+000                  2.1024377712651379E-002                  7.0514952309766868E-035                  7.0514952309766868E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8210668403945914E-036                  0.0000000000000000E+000                 -4.0229473574833587E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796273958130E-001                  1.3796021234602813E+001                  5.0310410436554434E+001                  4.5672105369767605E+003                 -7.7616870523670087E+000                  3.6171702420738860E+000                  1.8994960131802266E+012                  2.0090876385618255E+001                  1.6982015100000003E+008                  1.6215438544750214E+000                  3.7951583415269852E-001                  1.3018651157617567E+000                  7.7639427533569304E-005                  4.5664685219543471E+003                  7.4201502241368755E-001                  1.2502139247737051E-001                  1.2502139247737051E-001                  0.0000000000000000E+000                  2.1024833624352594E-002                  7.0516017581464237E-035                  7.0516017581464237E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8211094583438774E-036                  0.0000000000000000E+000                 -4.0229539434743726E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796273630004E-001                  1.3796020766979542E+001                  5.0310410436561277E+001                  4.5673488181006587E+003                 -7.7616759895882206E+000                  3.6171717347900048E+000                  1.8994960131802266E+012                  2.0090871595580627E+001                  1.6981993300000003E+008                  1.6215447783470154E+000                  3.7951627746224403E-001                  1.3018652051687238E+000                  7.7638992533761049E-005                  4.5666067928766379E+003                  7.4202522402061211E-001                  1.2502538974178326E-001                  1.2502538974178326E-001                  0.0000000000000000E+000                  2.1025572337715574E-002                  7.0517814201958834E-035                  7.0517814201958844E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8211813351066936E-036                  0.0000000000000000E+000                 -4.0224055076061500E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9999796272942509E-001                  1.3796019787222299E+001                  5.0310410436575602E+001                  4.5675072498082882E+003                 -7.7616619963736033E+000                  3.6171737557561623E+000                  1.8994987304330129E+012                  2.0090881175657024E+001                  1.6981958800000003E+008                  1.6215460002422333E+000                  3.7951687350869179E-001                  1.3018650710582731E+000                  7.7638437218398521E-005                  4.5667652107722406E+003                  7.4203903604802546E-001                  1.2503346114272496E-001                  1.2503346114272496E-001                  0.0000000000000000E+000                  2.1026478451266591E-002                  7.0520086797487492E-035                  7.0520086797487492E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8212722540349154E-036                  0.0000000000000000E+000                 -4.0222538433514847E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  3.4003348417126476E-003                  1.0042037559053044E-003                  9.3356817689024662E-003                  2.1065151715171658E-005                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
